participant,AREA_1,AREA_2,AREA_3,AREA_4,AREA_5,AREA_6,AREA_7,AREA_8,AREA_9,AREA_10,AREA_11,AREA_12,AREA_13,AREA_14,BMRQ_1,BMRQ_2,BMRQ_3,BMRQ_4,BMRQ_5,BMRQ_6,BMRQ_7,BMRQ_8,BMRQ_9,BMRQ_10,BMRQ_11,BMRQ_12,BMRQ_13,BMRQ_14,BMRQ_15,BMRQ_16,BMRQ_17,BMRQ_18,BMRQ_19,BMRQ_20,Sex,Age,Ed,Race,YrsMusic,YrsArt,AReA_aesthApp,AReA_intAesthExp,AReA_creatBehav,AReA_total,BMQR_total,BMRQ_sum,BMRQ_musicSeeking,BMRQ_emoEvoc,BMRQ_moodReg,BMRQ_sensMot,BMRQ_social,BMRQ_musicRew,avgRMSE_accurate_preOne,avgRMSE_linear_preOne,avgRMSE_linear_modality_preOne,avgRMSE_averaging_preOne,avgRMSE_highAtt_preOne,avgRes_linear_preOne,avgRes_linear_image_preOne,avgRes_linear_music_preOne,avgRes_highAtt_preOne,avgRMSE_accurate_postOne,avgRMSE_linear_postOne,avgRMSE_linear_modality_postOne,avgRMSE_averaging_postOne,avgRMSE_highAtt_postOne,avgRes_linear_postOne,avgRes_linear_image_postOne,avgRes_linear_music_postOne,avgRes_highAtt_postOne,avgRMSE_averaging_preBoth,avgRMSE_linear_modality_preBoth,avgRMSE_compress_preBoth,avgRMSE_extreme_preBoth,avgRes_imageWeight_linear_preBoth,avgRes_a_compress_preBoth,avgRes_b_compress_preBoth,avgRes_a_extreme_preBoth,avgRes_b_extreme_preBoth,avgRMSE_averaging_postBoth,avgRMSE_linear_modality_postBoth,avgRMSE_compress_postBoth,avgRMSE_extreme_postBoth,avgRes_imageWeight_linear_postBoth,avgRes_a_compress_postBoth,avgRes_b_compress_postBoth,avgRes_a_extreme_postBoth,avgRes_b_extreme_postBoth
558acd52fdf99b65685f03d9,1,4,3,2,2,2,3,1,3,2,3,1,2,3,4,2,4,4,1,4,3,4,4,5,2,2,4,4,4,3,2,2,4,4,Female,30,15.0,Black/African American,1,0.0,20,7,7,32,66,66,39.0,36.0,47.0,55.0,54.0,44.0,0.5277777777777778,0.8657748053700851,0.8657363789350241,1.0555555555555556,0.8657748053700851,1.0,1.0,0.9989106753184538,5.0,0.5833333333333334,0.955187136826368,0.9359148953428796,0.9166666666666666,0.985624861275562,0.8689506271815681,0.9681368401769505,0.763231885797531,5.0,0.5833333333333334,0.7933008021889277,0.7430223892351041,0.8067327372927462,0.4227801774616022,0.8542169332370173,0.6399092064053529,0.0,1.0053967875205088,0.75,0.9070747215069912,0.8725948365235464,0.9169472520849424,0.572213848457383,0.7856959443790402,0.6977980866829949,0.0,1.0212618984276054
5b287b1a8ecf3f000161bc22,1,4,3,3,4,3,3,1,4,3,2,2,3,3,4,1,4,4,1,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,Female,24,16.0,White,0,0.0,24,8,10,39,71,71,55.0,48.0,45.0,52.0,52.0,50.0,0.9444444444444444,1.174721547319002,1.1733420741260527,1.2222222222222223,1.1956670435754742,0.8469843562281612,0.8283236674286752,0.8640173614815438,4.988051977301919,0.8888888888888888,1.2537648489260178,1.1870834359624731,1.1666666666666667,1.1077758883495634,0.7782725466520088,0.6384848074412349,0.9600536473540728,2.312865722959165,0.7777777777777778,1.0036998062478988,0.9754517770846892,0.9720304585796792,0.4466544180973504,0.0,0.9056762594890956,-0.290674791245162,1.0050336274057736,0.7777777777777778,0.8857162281977532,0.736369372076748,0.766088325218587,0.2390544438867564,0.0001699051536393,0.7357224269146444,-0.7222224593861807,1.0
5c523d16102de10001022098,2,4,4,4,1,4,1,2,4,2,3,2,4,4,5,1,3,5,2,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,Male,25,16.0,White,0,0.0,30,11,4,41,86,86,69.0,56.0,58.0,54.0,59.0,62.0,2.361111111111111,2.4347234846595285,2.357392660990956,1.8888888888888888,2.9283022279400845,0.4227802688728065,0.2834334207739946,0.6672870995169533,4.330462277532731,1.6666666666666667,1.6789378646702493,1.6624154864889011,1.3333333333333333,2.08742185192123,0.6135388546502131,0.5563468475790161,0.6866636047245065,4.570936560645048,2.138888888888889,2.5605432148806653,2.0008062072130377,2.520854963301523,0.6395647590942337,5.650701726639138,0.037661714126701,0.0,1.12948726815388,2.1944444444444446,2.312048024949016,1.9466727089231648,2.3339121281808657,0.3545649312155439,5.4612162764395125,0.0081909657020281,0.0,1.0870383540991733
5c80bcebfdb5c90001d11ad6,2,4,4,4,2,3,2,1,5,2,3,3,2,4,4,2,5,5,3,4,4,4,5,4,4,5,3,5,5,4,4,5,5,5,Male,39,12.0,African American,15,2.0,28,9,6,41,85,85,56.0,58.0,59.0,50.0,52.0,58.0,0.9166666666666666,1.163333499397119,1.054689111156954,1.2777777777777777,1.0855617421606347,0.8677858268634373,1.0,0.6511233471159676,3.553762416526282,1.1111111111111112,1.263667350728903,1.1779928782069182,1.1944444444444444,1.2114212556271582,0.7806839989063397,0.9147145421011592,0.6171915574078439,3.4220621901011743,0.7222222222222222,0.949512230156214,0.8785455109441629,0.9532387665611184,0.4584703558744023,0.8787799491616588,0.7597709702066624,-0.0588222192996948,1.0,1.0,1.161221302009924,1.0160565243432798,1.1012817559523227,0.6351131137001225,0.8836221916126452,0.6297767420398599,-0.5555555663322349,1.0
5c911ccff618f500163a77bf,2,3,4,2,2,2,5,1,4,3,2,1,2,3,5,1,5,5,2,5,4,5,5,4,4,5,5,5,5,5,2,5,5,5,Female,38,24.0,"mixed race, black/white",25,1.0,22,6,10,36,87,87,56.0,62.0,62.0,54.0,65.0,64.0,1.8611111111111112,2.014266093357465,1.973315902918353,1.6388888888888888,2.32389791147098,0.6511489491754907,0.7489140533283131,0.536015657090315,5.8862576327965375,1.1666666666666667,1.5655627891044752,1.5485025117007014,1.4722222222222223,1.4253903229551854,0.8208265075473052,0.8964061234478868,0.7636497750860587,4.9094720357875525,1.25,1.5646285605319643,1.4615791540479042,1.4696640891808357,0.5509757412282741,0.1167218520018003,0.8718749596331916,-0.6137506332875519,1.00544294599475,1.0277777777777777,1.3587442746609946,1.327222591324285,1.2714342087999793,0.5268111478339246,0.0,0.9424279591930778,-1.236712597665293,1.1509940402630383
5ca0326cc00f5a0001f99339,3,5,4,5,5,5,2,5,5,5,5,5,5,5,5,2,4,5,3,5,5,5,4,5,5,5,5,5,5,5,2,5,5,5,Other,24,16.5,white,2,8.5,37,20,12,64,90,90,59.0,57.0,58.0,56.0,62.0,62.0,1.8888888888888888,2.0801443895824887,2.0793115672139377,1.8888888888888888,2.188784720551153,0.7356112838859503,0.7430995947997698,0.7269077114630602,5.564998198628379,2.111111111111111,2.3966988855483957,2.0804744857020285,1.9722222222222223,2.4625182911087937,0.5370119467167105,0.9018088389077292,0.1372318299907863,2.0547265912226944,2.583333333333333,3.0770731235940505,2.696974908854564,3.081229792538783,0.5337142108141195,4.854769261093941,0.1178264226515583,-0.0637258861099951,1.0,2.0277777777777777,2.514255963947212,2.511409182759065,2.6656325612280343,0.7451872438000982,2.901210763808578,0.4539424644300476,-0.1094769791045871,1.000840970881089
5d12423a1a6cf5001ecbe000,3,5,3,3,3,4,3,2,3,4,3,2,3,3,4,1,4,5,1,4,3,4,4,5,4,4,5,5,5,5,2,4,4,5,Female,23,16.0,White,5,3.0,27,10,10,44,78,78,54.0,47.0,54.0,61.0,59.0,57.0,0.7222222222222222,1.0949711300776916,0.958668624476574,1.2222222222222223,1.224340100939978,0.8203423708725294,0.993998744300042,0.6467171556100344,8.944444699737021,0.6944444444444444,0.8846204035194044,0.8467099089221632,1.1944444444444444,0.999373082755642,0.851057527818828,0.9262700819653727,0.7722205043760666,7.808264941771849,1.0277777777777777,0.677413815112589,1.2716976904577686,1.075711641837112,0.8521088702155869,0.0,0.991742505968214,-1.7039391763317775,1.439206949909822,0.75,0.9071544894801912,0.91275445555991,0.8992075477494333,0.5698889271159326,0.1944446151336806,1.0,-0.1705684461063723,1.1097528319849352
5d42486206811e001ada5b4b,3,5,4,4,1,4,1,3,5,1,4,4,4,4,5,1,5,5,1,5,5,4,5,5,5,4,4,5,5,5,4,4,5,5,Male,45,12.0,white,0,0.0,33,15,3,47,87,87,67.0,52.0,59.0,61.0,64.0,64.0,1.4166666666666667,1.8888395414318409,1.8709362361223687,1.8611111111111112,1.7960992064372476,0.8106420205666,0.7428918211587574,0.8771936983701834,5.817000464815354,1.1111111111111112,1.5312970176691278,1.4943679841528856,1.6944444444444444,1.5731084800850186,0.8540443932368044,0.7598186879123182,0.9319571249288602,7.113906029650108,1.3611111111111112,1.6494218565294154,1.648679942037693,1.66499357997305,0.4417319330298326,0.7333531382363249,0.86489678842167,-0.0991218471518931,1.0014587243443351,1.0833333333333333,1.4214895837901027,1.3612683705591744,1.3942873668263245,0.5155991279703628,1.0661321293561323,0.8831584135865708,-0.0053975831729519,1.0480143395769284
5d847ac9be4b0b00188463d7,0,3,2,2,1,3,1,1,3,1,1,1,2,2,3,1,4,5,4,3,3,4,5,1,3,3,1,5,5,1,1,4,5,2,Male,24,12.0,White,0,0.0,17,5,3,23,63,63,47.0,45.0,66.0,25.0,29.0,41.0,0.75,1.4647988194221369,1.44806701046528,1.5555555555555556,1.5483276279522231,0.8515709972722364,0.9109975433940616,0.7982192698535425,7.2976201286368285,1.1388888888888888,1.6881137056929791,1.6818618983067193,1.9166666666666667,1.800576086142658,0.8343891342504348,0.8669373764556952,0.8049057170984074,7.463268360004624,1.5555555555555556,1.414606376072469,1.5436603976545211,1.5494901398544627,0.8121004023779693,0.0,0.7453663340560639,-1.055554452155137,1.0,1.3333333333333333,1.536396140062403,1.4432993820307312,1.6109321759720585,0.6545575001757217,1.406681284601129,0.5164999104254786,-0.444443205463615,1.0
5d96203d74f4a000159a8c58,1,2,2,2,1,1,1,1,2,1,1,1,1,2,3,2,3,3,5,4,4,4,4,1,1,1,1,3,2,1,1,2,4,2,Male,49,18.0,white,0,0.0,13,4,3,19,51,51,34.0,29.0,42.0,16.0,36.0,23.0,0.5,0.8308143983594914,0.811357455069549,0.8888888888888888,0.8493468357188334,0.9076359113611906,0.8122307222230923,0.997353623733616,5.975781662701034,0.2222222222222222,0.4526675230951829,0.451408288212719,0.8055555555555556,0.471229699681802,0.9318211454707404,0.9499153490037304,0.9167239196689816,5.985966810453752,0.5,0.6323997484845617,0.6068932739086318,0.6394711766330871,0.390653720506706,0.8132639393551871,0.8197338730016648,0.0,1.0537776416776377,0.4444444444444444,0.5250404679614884,0.3546296111788153,0.3179951224704758,0.4863483566018308,0.3888881193172794,1.0,-0.3099619831159624,1.2130855418677131
5db3471c116235000e419784,1,5,2,3,5,5,1,1,3,1,3,2,4,5,4,1,4,3,5,3,5,4,5,2,4,3,3,4,3,3,4,3,5,5,Male,40,12.0,white,0,0.0,28,10,7,41,73,73,58.0,41.0,52.0,31.0,49.0,44.0,0.8888888888888888,1.1223910043139824,1.0765442872689095,1.1944444444444444,1.2205556733957852,0.8490482032061971,0.9542595956458134,0.7579614565440491,7.511635581828184,1.805555555555556,1.968513932213659,1.8266213490975889,1.6944444444444444,2.1471606647350576,0.6250664305674064,0.8674535296708411,0.34074884136503,5.459572815593862,0.9166666666666666,1.0553900067867066,1.035740710950161,1.095168094696794,0.3936518448719866,0.8765146755416359,0.8922877067581696,0.0,1.0311823869268182,1.3055555555555556,1.4186115782573898,0.7348446345358508,1.4946182778601118,0.6836459148056391,3.0110891904281583,0.500527686432158,0.0,1.0
5ddb5ed4a64380abb2907440,1,4,1,3,3,4,1,1,5,3,1,3,4,4,4,2,4,4,2,4,4,3,5,4,4,3,1,4,2,2,1,4,4,4,Female,26,12.0,black,0,0.0,26,9,7,38,65,65,46.0,40.0,47.0,46.0,39.0,41.0,1.0277777777777777,1.2140819528909084,1.1994005425536094,1.1666666666666667,1.4084298621579834,0.7515791097606677,0.8138568484799364,0.6893945581783029,5.731794685564692,1.0,1.2907684378725035,1.2003194448595274,1.5,1.2919637306088976,0.8369845261844557,0.9782267310349196,0.6851243008928226,5.312146043952509,0.9166666666666666,1.0308153897404873,1.067581069505293,1.0155204592986538,0.6102604610833247,0.0,0.9816837485398858,-0.9352216126415628,1.1594945702764416,1.1944444444444444,1.3759307393663065,1.4724610269058331,1.4725358275162657,0.6559250680634967,0.1021199035383459,0.9852257342635392,-0.1135799073255679,1.0292956709888414
5e0e1b8800a6bf000a694f79,1,4,2,3,3,3,2,3,3,3,3,3,3,3,3,2,4,4,3,4,4,5,5,3,3,5,3,4,3,5,3,4,5,4,Female,28,15.0,WHITE,0,3.0,22,12,8,39,76,76,47.0,55.0,51.0,41.0,54.0,50.0,1.0277777777777777,1.2841184626503652,1.192707643558847,1.2222222222222223,1.234075935111186,0.7660093709264699,0.6068169859832718,0.9713236358383638,4.608605587647505,1.4166666666666667,1.6204911816877885,1.561061749745027,1.3888888888888888,1.664839725845843,0.7083514518147545,0.458438390401241,0.8336945830492628,4.716023812883303,1.1111111111111112,1.4344999347306584,0.9647964758047692,1.5256879096116271,0.2354033359305966,3.50397445203104,0.3128793505070914,0.0,1.0014034363943232,1.1111111111111112,1.3518896784180652,1.0497964653323633,1.266082950279638,0.4474467835111566,2.677198819978907,0.5788091727615507,0.0,1.1010019986435855
5e574f393e26c90f2b47b96c,2,4,4,5,5,4,1,3,3,3,3,3,3,3,5,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,Female,22,16.0,Asian,2,1.0,28,12,9,46,88,88,62.0,58.0,60.0,62.0,64.0,66.0,0.7777777777777778,1.0963828514805332,1.0588329267666707,1.7222222222222223,1.140069234529527,0.8974432339505766,0.9772814540543556,0.8400265228638376,7.190684221727237,1.4722222222222223,1.5775612128651824,1.57465182122825,1.3888888888888888,1.786885785488809,0.7131245365649642,0.6871897117669752,0.7345107614629866,5.794031104995309,1.5277777777777777,0.991062615554702,1.7348718720435634,1.531335808082538,0.9708995980139732,0.0,0.856765515741495,-1.9845319526702307,1.225663843127573,1.9166666666666667,1.5933530562154228,2.1013533518419854,2.050124853407008,0.8739365473899963,0.0,0.9669045711101848,-1.125679149241385,1.183383548496456
5ee04a3f7dfcae39390e6553,3,5,4,5,2,5,5,4,4,4,5,5,5,5,4,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,Male,36,16.0,White,0,0.0,36,19,11,61,75,75,52.0,44.0,44.0,46.0,56.0,47.0,0.9166666666666666,1.1031012543388747,1.0953604866370723,0.9722222222222222,1.102806879263646,0.7657581943087476,0.8393580831238352,0.6816932006328781,4.995999031451742,0.6388888888888888,0.8816777185082346,0.8806126777383558,0.8333333333333334,0.9572077547551416,0.8141011938041207,0.8339296351207814,0.7955426454863497,5.618387718644981,0.7777777777777778,1.099258098551479,0.8129558249631006,0.9837211095816548,0.5707672220857725,4.5072828590525145,0.3120606302293673,-0.4999994082455351,1.0,0.7777777777777778,0.9702243642367476,0.5875143965103569,0.8278734605360423,0.4998061486707103,6.553878442782698,0.1757925092851813,0.0,1.069246942695444
5f19bba876821d0295c3e036,1,5,4,4,5,4,1,1,5,3,3,3,4,5,5,1,4,5,2,4,5,4,4,4,4,2,3,5,5,2,1,4,5,4,Male,20,14.0,White,0,1.0,32,11,9,48,73,73,56.0,43.0,61.0,49.0,45.0,51.0,1.0833333333333333,1.3531243152162036,1.331799791578726,1.3888888888888888,1.4293369844374804,0.8102380015119286,0.8658885349496789,0.7244649605389181,6.884364021299117,1.5555555555555556,1.887681529837076,1.8856426808567497,2.0,1.7863669965175184,0.8712139163212318,0.8479388167230484,0.8889158835784607,5.677585549550493,1.1944444444444444,1.4125078281451853,1.3311727484075573,1.3348607214879886,0.5398712851549349,0.0306003896174232,0.9119553159660446,-0.4832887701126487,1.0019903199355475,1.1388888888888888,1.3148020459170735,1.0167779217383588,0.932746930065156,0.5046610275039277,0.0,0.8529301249630286,-1.3438143123567154,1.078703673225199
5f3b2b15f5d396257a4cd215,0,3,3,3,1,1,1,1,4,3,3,3,2,2,4,1,4,5,2,4,4,4,5,4,3,4,5,4,5,4,1,4,4,4,Female,23,18.0,Caucasian,11,4.0,18,9,5,30,75,75,50.0,48.0,56.0,51.0,54.0,52.0,1.4444444444444444,1.7907871041573422,1.7258797694280588,1.8888888888888888,1.836804098747269,0.8251650550946885,0.6907921008013479,0.9382950969873622,6.00760892297011,1.0833333333333333,1.6701884627474948,1.6247202091233042,1.3055555555555556,1.7309907301961291,0.7746101861340774,0.6446311211401269,0.9430406009993924,5.143776465721611,1.1666666666666667,1.4358996418617256,1.3007506844729264,1.2873502425967394,0.3653750675317415,0.0,0.8530661532871515,-0.9317312916859596,1.0179810968686294,1.2222222222222223,1.4933440569897305,1.2104920313662495,1.2086722389661406,0.232801187247219,0.0,0.817552607403839,-1.0555537237356836,1.0
5f3c2648a9ef86a4c10de377,2,2,2,2,1,3,1,1,3,1,1,2,2,4,4,2,5,4,4,4,2,4,5,2,2,2,4,4,4,4,1,5,5,4,Male,32,16.0,caucasian/white (non-hispanic),0,0.0,20,6,3,27,71,71,36.0,49.0,59.0,32.0,56.0,45.0,1.6944444444444444,1.653804477393408,1.6505998487715952,1.5277777777777777,1.9799054244081635,0.6465808494308474,0.6665770940519431,0.6203659777113867,5.528050266272709,1.2222222222222223,1.4995297384105244,1.3211248022778306,1.4444444444444444,1.459254579067978,0.7684990633828819,0.9488621789532482,0.5826351044101,4.834431761543686,1.5555555555555556,1.9372333064806424,1.5848469803997678,2.009683857742546,0.3019889493073295,2.936306105786267,0.5017083965754108,0.0,1.0036118519898043,1.1666666666666667,1.48338984987668,1.41647642673878,1.4283750677986915,0.6098829976114472,0.0359177209646458,0.8879762068465611,-0.5555552884502172,1.0000000003191976
5f40f1a20f691d2491077a83,2,4,3,4,2,4,3,1,4,3,1,4,4,4,5,1,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,Male,36,16.0,White,2,2.0,29,10,8,43,78,78,59.0,49.0,45.0,52.0,62.0,53.0,1.0,1.1723477934495123,1.1537078797899796,1.3333333333333333,1.2293386645002036,0.8121945936873897,0.8644205139043252,0.741401123170491,5.776020724631295,1.2222222222222223,1.4079234065207276,1.3198465232665906,1.5,1.4651696200465494,0.8044457751939833,0.943886324614278,0.6769838381764904,4.630859511118048,0.9444444444444444,0.8711461420819472,1.1323304777463972,1.1215241891415908,0.6916288216967843,0.0,0.9725812841975888,-0.5957859823153897,1.0915565979057469,0.9444444444444444,1.015536340071627,1.0004366951897887,1.0369838360635093,0.6250398772565976,0.6088654258845471,0.7743295368469486,-0.4444418747185051,1.0
5f503a5aaf6c8c1a78242005,1,4,4,4,3,4,2,2,4,3,2,2,3,5,5,2,5,4,2,4,4,5,5,4,5,5,2,5,5,5,2,5,5,4,Female,20,13.0,caucasian,3,2.0,29,9,8,43,83,83,55.0,61.0,60.0,52.0,51.0,59.0,1.1111111111111112,2.019125503796351,1.890882910325273,2.111111111111111,2.064055517112977,0.889892319575634,1.0,0.727669779731117,7.592276635573863,1.0277777777777777,1.4284612272052266,1.386623515616269,1.6944444444444444,1.5720046710978792,0.8406341359072865,0.9130916081198078,0.7563122782734798,8.230143270572409,1.2222222222222223,1.381251666463357,1.5739081013074736,1.6373168660353523,0.703875942666915,0.6229093938145583,0.8157243216595749,-0.1666655568289881,1.0,1.0555555555555556,1.2041460809168658,1.361414463131278,1.370812291052684,0.6343288103350602,0.1616030650152972,0.9234688383970858,-0.1666659408421484,1.0
5f5f26703e0a0500093457fc,0,2,2,3,2,3,2,3,4,3,3,3,2,3,4,5,5,4,2,4,4,5,5,4,3,4,2,5,4,4,1,4,5,4,Male,36,13.0,White,0,1.0,19,11,7,35,78,78,33.0,55.0,59.0,51.0,43.0,49.0,2.0277777777777777,2.2024401177776904,2.079228635862263,1.8333333333333333,2.1768884741502377,0.4783461386588448,0.198357921625602,0.7737095941308935,1.3169019219191076,1.8611111111111112,2.148743754394511,2.110560618825024,1.6111111111111112,2.181073596373967,0.5055802869868817,0.3333941088266153,0.6857727318479065,3.1409197405498848,1.0833333333333333,1.405423815760671,1.3523904513698517,1.4303364098758136,0.403161517079586,1.3857245587429057,0.6034538163626831,-0.0279012294330653,1.0194819793551846,1.25,1.570442056838932,1.1325706685494563,1.2296405416780984,0.518635392277898,1.457954879496729,0.8806374276665093,0.0,1.2946848396259936
5f6e2f793c9b1032dbe72def,2,4,3,5,3,5,2,3,5,1,3,4,4,4,4,2,3,4,2,4,4,5,4,4,4,3,3,4,4,5,4,4,5,4,Male,40,17.0,White,0,2.0,32,14,6,48,76,76,54.0,46.0,48.0,48.0,60.0,51.0,0.8611111111111112,1.1362994537078617,1.105868739643204,1.4722222222222223,1.172894071486067,0.8889335351676172,0.967983995413554,0.8034198266851595,5.853925972386686,0.9444444444444444,0.9526328227291206,0.9271643190546148,1.1111111111111112,1.108931052135975,0.7837743573741105,0.8524722574524859,0.7165872680084282,4.491121827834697,1.0833333333333333,1.1979809869516669,0.8848793978426922,1.0197986308489546,0.5805202841559288,1.341592860645713,0.865072064518315,0.0,1.155311047032023,0.9722222222222222,1.2475665489859735,0.67026370742644,1.1831724382304722,0.4643408810510785,2.515334287876515,0.55552685692753,0.0,1.094089422954895
5f90869547ff2e159dd64902,1,4,3,4,2,3,2,1,3,3,2,2,3,3,4,3,4,5,4,4,4,5,4,2,3,4,4,4,3,3,4,5,4,3,Male,20,14.0,Asian,7,0.0,24,8,7,36,76,76,47.0,56.0,45.0,29.0,56.0,45.0,0.5277777777777778,0.7576016826993257,0.7400015373023324,1.1111111111111112,0.8284748456579916,0.8767084284721063,0.9351866235324744,0.8204238860084506,7.513658918368638,0.8055555555555556,0.9188270629953612,0.9051362418309434,0.9166666666666666,1.0766359098901936,0.7925230108671171,0.7232676754070542,0.8436994170152272,5.918149521919833,0.6944444444444444,0.5929066352462311,0.6299554433799055,0.8095865566234741,0.2723335700177354,2.623536112265418,0.5925371057202642,0.0,1.0588870006547677,0.5277777777777778,0.525324275723713,0.505646734678516,0.6566758678497487,0.3234976252485284,1.80424499506883,0.7132612171264154,0.0,1.028343532496467
5f963718a844b719781e9e85,2,5,4,3,4,4,2,3,4,1,3,2,3,3,4,2,4,4,1,4,4,5,4,2,4,5,4,4,3,4,4,5,4,4,Male,34,12.0,Human,1,0.0,28,11,7,43,75,75,54.0,60.0,40.0,42.0,62.0,51.0,1.2222222222222223,1.199587036806705,1.1484078398670283,0.9166666666666666,1.2557506970120518,0.5198890556893957,0.3967193850005494,0.6856957730691727,2.519486800801195,1.2777777777777777,1.1008196955319276,1.0999899367385315,0.8611111111111112,1.105394584180242,0.5972237984334884,0.5873318744365582,0.6114612614831741,2.522965936081471,1.25,1.3854954092838612,1.382375520630205,1.3865688126975326,0.5136247965394435,0.3201574402140397,0.935028153324168,-0.057797267966503,1.015214228073843,0.8611111111111112,1.1171469508590688,1.0610553898220558,1.1321500076666118,0.5738809303722684,1.11959090844402,0.7932585433850613,0.0,1.0144803911761038
5fc2a17a6a0a5516d4d54125,1,3,3,4,1,2,1,1,3,1,2,2,2,3,4,1,4,4,4,4,5,4,4,3,4,4,2,4,4,3,2,5,5,4,Male,27,12.0,white,0,0.0,21,7,3,29,74,74,57.0,51.0,51.0,38.0,44.0,47.0,1.2777777777777777,1.5453085724965991,1.4024936435337192,1.3333333333333333,1.5825543089813336,0.701359798142005,0.9459822077449064,0.4702305711394161,3.716216001218283,1.5,2.054483520506298,1.986229327473632,1.9444444444444444,2.126282276410442,0.8324604481054549,0.998164659319818,0.7089688554858671,6.577825369449499,1.0,1.1968510150917,1.1795617664025275,1.198611880447044,0.6379152457933972,0.1745648945651593,0.8894745441222841,-0.3421643163972805,1.0018655964735008,1.1111111111111112,1.318978073660017,1.3948302049617496,1.3765560225275923,0.6866059056801538,0.0,0.9182519958746368,-0.6363536991327672,1.0418514228079965
5fef6fc8b890b1dd5a155e6a,4,5,4,5,3,5,4,3,5,5,4,4,4,5,4,2,5,5,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,Female,38,21.0,Caucasian (European descent),12,,37,15,12,60,75,75,52.0,51.0,48.0,47.0,51.0,50.0,1.6944444444444444,2.1910818642490137,2.119866527971133,1.6944444444444444,2.537623274788285,0.6379689311427675,0.7587204539601328,0.4337606924815097,7.791260032557407,1.8333333333333333,2.3003094172687293,2.2761232364555517,1.7777777777777777,2.756885687320773,0.6036686454969262,0.6769540686471582,0.5074681660031445,8.713423249458632,1.2222222222222223,1.4966565096206546,1.0026787169456577,1.3498579962999773,0.4628574553957785,3.2775198824948784,0.6289844717413516,0.0,1.0997579717769674,1.8333333333333333,2.6078913738989864,2.4473967934363854,2.645115031820346,0.6146665276407205,3.400154726462555,0.5247934428041612,0.0,1.011123214448442
60576ce95933970d7f0b8fc2,2,3,4,2,1,3,1,1,3,3,3,1,2,3,4,1,5,5,1,5,3,5,5,5,4,4,3,3,5,3,3,3,4,5,Female,19,13.0,Asian and White,3,1.0,22,7,5,32,76,76,55.0,53.0,48.0,61.0,54.0,56.0,2.0,2.322559606658908,2.224077347348568,2.1666666666666665,2.415342465233765,0.6659130947490015,0.8073358345291832,0.5490943295621054,4.471560335146194,1.25,2.0022242917877984,1.973075400695335,2.333333333333333,2.033828303793845,0.9268549763854094,0.9988546858835108,0.8602219215960079,9.0,1.7222222222222223,2.1668968165660933,2.045918269345117,2.0117986615701784,0.6086051252824141,0.0,0.846256172788651,-1.0130778887519147,1.0132042741622882,1.6666666666666667,1.8119705294009016,2.05977551408783,2.0369228254183005,0.7198399523848097,0.0,0.9250321361549136,-0.8118557672637784,1.0595137904494851
606e3ddf19540080228e3a0c,1,3,3,4,1,3,1,1,4,2,2,1,2,3,5,2,4,4,2,4,3,4,4,4,4,2,2,4,4,4,2,4,4,5,Female,30,19.0,White,3,0.0,23,6,4,31,71,71,49.0,42.0,48.0,51.0,52.0,47.0,1.0277777777777777,1.3750258503563866,1.372088173853745,1.4166666666666667,1.3942303145988677,0.893585756645865,0.926054730124366,0.8632694623743923,6.4583598847823005,0.75,0.9926869311582062,0.9645717717494808,1.1111111111111112,1.0405221769726112,0.8519963886791962,0.9424430690942904,0.7656910047694461,6.005987700418411,1.1111111111111112,1.0942296340033804,1.1398239765648597,1.0121524859097075,0.7190678187661641,0.4999986740279033,1.0,-1.7690759372478466,1.492270838229694,1.0555555555555556,0.9402661037835344,0.9696115732000165,0.8842493538813413,0.766143179134744,0.6666671901469587,1.0,-0.9859288268194272,1.3589476821906308
6077afdfc5a87e629ae6fab1,3,5,2,4,2,3,2,1,3,3,3,2,3,3,2,1,4,4,4,4,4,5,5,2,5,2,4,5,4,4,2,2,4,2,Male,28,16.0,latino,0,1.0,26,9,7,39,69,69,58.0,38.0,59.0,30.0,43.0,44.0,1.4722222222222223,1.9053109697999144,1.8659442996078373,1.805555555555556,1.829168774362824,0.7801294106649743,0.867208970325474,0.6768158468075944,5.30493022053097,1.805555555555556,2.281908103515753,2.2259752004236173,1.8888888888888888,2.1375307988416017,0.7234119463388349,0.8667288280750641,0.6220942389831382,4.918841464218854,1.7222222222222223,2.1404731120172173,2.0473331715926477,2.202333359680784,0.6976578082605414,1.2646888626307615,0.6694277377661196,-0.3888833153793991,1.0,1.5555555555555556,2.00638186911793,1.5700455861336176,1.874679558200141,0.4721207163562858,2.1280273994102057,0.4309125221469893,-0.7222226936757394,1.0
